experiment,seed,run_idx,success,total_downtime,total_damage,total_defense_cost,total_falsepos_actions,mean_time_to_detect,total_attacker_utility
Solver_Insider_Threat,12345,112,True,50,50,17223.74094105521,0,,21651.807672138344
Solver_Insider_Threat,12345,113,False,0,0,265.0,0,4.0,7239.862578556557
Solver_Insider_Threat,12345,114,False,0,0,105.0,0,2.0,1985.9316875000031
Solver_Insider_Threat,12345,115,True,50,50,17723.74094105521,1,,22016.324453387308
Solver_Insider_Threat,12345,116,True,50,50,17223.74094105521,0,,22016.324453390014
Solver_Insider_Threat,12345,117,False,0,0,685.0,1,3.0,3715.438037499857
Solver_Insider_Threat,12345,118,True,50,50,17723.74094105521,1,,22038.0776721367
Solver_Insider_Threat,12345,119,False,0,0,50.0,0,2.0,2536.8509375002823
Solver_Insider_Threat,12345,120,False,0,0,985.0,1,,21647.07242213824
Solver_Insider_Threat,12345,121,False,0,0,665.0,1,3.0,4074.4130375012255
Solver_Insider_Threat,12345,122,False,0,0,950.0,1,7.0,21961.63695338768
Solver_Insider_Threat,12345,123,False,0,0,430.0,0,,21677.642922138984
Solver_Insider_Threat,12345,124,False,0,0,845.0,1,5.0,11511.185481956232
Solver_Insider_Threat,12345,125,False,0,0,450.0,0,,22016.324453388315
Solver_Insider_Threat,12345,126,False,0,0,25.0,0,1.0,1028.6249999996703
Solver_Insider_Threat,12345,127,False,0,0,290.0,0,5.0,11901.537513204159
Solver_Insider_Threat,12345,128,False,0,0,165.0,0,3.0,3935.599037501075
Solver_Insider_Threat,12345,129,False,0,0,870.0,1,6.0,17517.385660708635
Solver_Insider_Threat,12345,130,False,0,0,925.0,1,6.0,17478.213835707975
Solver_Insider_Threat,12345,131,False,0,0,950.0,1,7.0,21651.807672140203
Solver_Insider_Threat,12345,132,True,50,50,17778.74094105521,1,,21625.97242213907
Solver_Insider_Threat,12345,133,False,0,0,25.0,0,1.0,1028.6250000003831
Solver_Insider_Threat,12345,134,False,0,0,410.0,0,,22024.6587783874
Solver_Insider_Threat,12345,135,False,0,0,930.0,1,7.0,21677.642922137216
Solver_Insider_Threat,12345,136,True,50,50,17278.74094105521,0,,21977.1526283867
Solver_Insider_Threat,12345,137,True,50,50,18278.74094105521,2,,21977.152628388558
Solver_Insider_Threat,12345,138,False,0,0,930.0,1,,22397.052672138685
Solver_Insider_Threat,12345,139,True,50,50,17703.74094105521,1,,21677.642922138148
Solver_Insider_Threat,12345,140,False,0,0,130.0,0,3.0,4105.790068748252
Solver_Insider_Threat,12345,141,False,0,0,105.0,0,2.0,2515.750937500655
Solver_Insider_Threat,12345,142,False,0,0,660.0,1,2.0,1907.394187498877
Solver_Insider_Threat,12345,143,False,0,0,130.0,0,3.0,4105.790068749284
Solver_Insider_Threat,12345,144,False,0,0,930.0,1,7.0,21677.64292213629
Solver_Insider_Threat,12345,145,False,0,0,410.0,0,7.0,22024.658778385714
Solver_Insider_Threat,12345,146,False,0,0,930.0,1,,21677.642922139
Solver_Insider_Threat,12345,147,False,0,0,105.0,0,2.0,1985.931687500303
Solver_Insider_Threat,12345,148,False,0,0,710.0,1,4.0,7265.697828553037
Solver_Insider_Threat,12345,149,False,0,0,130.0,0,3.0,4105.790068750538
Solver_Insider_Threat,12345,150,True,50,50,17278.74094105521,0,,21977.15262838763
Solver_Insider_Threat,12345,151,False,0,0,370.0,0,6.0,17517.385660710785
Solver_Insider_Threat,12345,152,False,0,0,950.0,1,7.0,22016.324453386685
Solver_Insider_Threat,12345,153,False,0,0,450.0,0,,22016.32445338876
Solver_Insider_Threat,12345,154,True,50,50,17703.74094105521,1,,22055.496278387778
Solver_Insider_Threat,12345,155,False,0,0,325.0,0,5.0,11532.285481953477
Solver_Insider_Threat,12345,156,False,0,0,1505.0,2,,21623.347422137296
Solver_Insider_Threat,12345,157,True,50,50,18703.74094105521,3,,22588.996922140763
Solver_Insider_Threat,12345,158,False,0,0,450.0,0,,22038.0776721373
Solver_Insider_Threat,12345,159,True,50,50,18183.74094105521,2,,22024.658778388923
Solver_Insider_Threat,12345,160,False,0,0,50.0,0,2.0,2536.850937500516
Solver_Insider_Threat,12345,161,True,50,50,17703.74094105521,1,,22055.49627838851
Solver_Insider_Threat,12345,162,False,0,0,560.0,0,,21604.872422135635
Solver_Insider_Threat,12345,163,False,0,0,950.0,1,7.0,22016.324453389
Solver_Insider_Threat,12345,164,False,0,0,130.0,0,3.0,4127.5432875005035
Solver_Insider_Threat,12345,165,False,0,0,450.0,0,,21961.636953387188
Solver_Insider_Threat,12345,166,False,0,0,450.0,0,,21651.80767213885
Solver_Insider_Threat,12345,167,False,0,0,610.0,1,3.0,4678.462537499911
Solver_Insider_Threat,12345,168,True,50,50,17223.74094105521,0,,22016.324453387584
Solver_Insider_Threat,12345,169,False,0,0,25.0,0,1.0,1028.6250000000293
Solver_Insider_Threat,12345,170,False,0,0,130.0,0,3.0,4105.790068748402
Solver_Insider_Threat,12345,171,False,0,0,950.0,1,,21961.636953387286
Solver_Insider_Threat,12345,172,False,0,0,1505.0,2,7.0,21977.152628389907
Solver_Insider_Threat,12345,173,False,0,0,930.0,1,,21677.642922138322
Solver_Insider_Threat,12345,174,False,0,0,930.0,1,,21672.90767213845
Solver_Insider_Threat,12345,175,False,0,0,345.0,0,5.0,11862.36568820518
Solver_Insider_Threat,12345,176,True,50,50,17778.74094105521,1,,21977.15262838729
Solver_Insider_Threat,12345,177,False,0,0,1430.0,2,,22059.177672139995
Solver_Insider_Threat,12345,178,False,0,0,450.0,0,,22016.324453388814
Solver_Insider_Threat,12345,179,False,0,0,1505.0,2,,21977.152628389686
Solver_Insider_Threat,12345,180,False,0,0,850.0,1,6.0,17178.7041294605
Solver_Insider_Threat,12345,181,False,0,0,130.0,0,3.0,4105.790068749432
Solver_Insider_Threat,12345,182,False,0,0,105.0,0,2.0,2124.7456875002354
Solver_Insider_Threat,12345,183,True,50,50,18223.74094105521,2,,22038.077672139956
Solver_Insider_Threat,12345,184,True,50,50,17223.74094105521,0,,22016.324453390862
Solver_Insider_Threat,12345,185,True,50,50,17223.74094105521,0,,21651.807672137416
Solver_Insider_Threat,12345,186,False,0,0,50.0,0,2.0,2536.8509374996097
Solver_Insider_Threat,12345,187,False,0,0,210.0,0,4.0,7265.697828552528
Solver_Insider_Threat,12345,188,False,0,0,1005.0,1,,21922.46512838728
Solver_Insider_Threat,12345,189,False,0,0,870.0,1,6.0,17517.385660708187
Solver_Insider_Threat,12345,190,False,0,0,1505.0,2,,21630.707672140357
Solver_Insider_Threat,12345,191,True,50,50,17203.74094105521,0,,22588.996922138052
Solver_Insider_Threat,12345,192,False,0,0,130.0,0,3.0,4127.543287499251
Solver_Insider_Threat,12345,193,False,0,0,210.0,0,4.0,7630.214609805493
Solver_Insider_Threat,12345,194,False,0,0,950.0,1,7.0,21983.390172138545
Solver_Insider_Threat,12345,195,False,0,0,130.0,0,3.0,4105.790068750018
Solver_Insider_Threat,12345,196,False,0,0,450.0,0,7.0,22013.699453386762
Solver_Insider_Threat,12345,197,False,0,0,130.0,0,3.0,4105.790068749032
Solver_Insider_Threat,12345,198,False,0,0,505.0,0,7.0,21977.152628386033
Solver_Insider_Threat,12345,199,False,0,0,85.0,0,2.0,2344.906687499598
Solver_Hardened_Defense,12345,0,False,0,0,345.0,0,5.0,8819.934628768007
Solver_Hardened_Defense,12345,1,False,0,0,505.0,0,7.0,16848.21275939598
Solver_Hardened_Defense,12345,2,True,50,50,17778.74094105521,1,,16848.212759393224
Solver_Hardened_Defense,12345,3,False,0,0,265.0,0,4.0,6305.350208458303
Solver_Hardened_Defense,12345,4,False,0,0,425.0,0,6.0,12834.346403499032
Solver_Hardened_Defense,12345,5,False,0,0,1005.0,1,7.0,16848.212759394435
Solver_Hardened_Defense,12345,6,True,50,50,17278.74094105521,0,,16848.212759394344
Solver_Hardened_Defense,12345,7,False,0,0,1005.0,1,,16848.212759393748
Solver_Hardened_Defense,12345,8,False,0,0,505.0,0,7.0,16848.21275939482
Solver_Hardened_Defense,12345,9,False,0,0,1005.0,1,,16848.21275939521
Solver_Hardened_Defense,12345,10,False,0,0,1505.0,2,7.0,16848.212759392496
Solver_Hardened_Defense,12345,11,False,0,0,1005.0,1,7.0,16848.21275939304
Solver_Hardened_Defense,12345,12,False,0,0,185.0,0,3.0,2888.326756250691
Solver_Hardened_Defense,12345,13,False,0,0,505.0,0,,16848.212759395097
Solver_Hardened_Defense,12345,14,False,0,0,505.0,0,7.0,16848.21275939557
Solver_Hardened_Defense,12345,15,False,0,0,505.0,0,,16848.21275939226
Solver_Hardened_Defense,12345,16,False,0,0,185.0,0,3.0,2888.32675624999
Solver_Hardened_Defense,12345,17,False,0,0,1005.0,1,,16848.212759392703
Solver_Hardened_Defense,12345,18,True,50,50,17778.74094105521,1,,16848.212759395174
Solver_Hardened_Defense,12345,19,False,0,0,925.0,1,6.0,12834.346403500247
Solver_Hardened_Defense,12345,20,False,0,0,765.0,1,4.0,6305.350208457192
Solver_Hardened_Defense,12345,21,False,0,0,105.0,0,2.0,2082.4935312498956
Solver_Hardened_Defense,12345,22,True,50,50,18278.74094105521,2,,16848.212759395275
Solver_Hardened_Defense,12345,23,False,0,0,1505.0,2,7.0,16848.2127593958
Solver_Hardened_Defense,12345,24,False,0,0,1005.0,1,,16848.212759392896
Solver_Hardened_Defense,12345,25,False,0,0,425.0,0,6.0,12834.346403498092
Solver_Hardened_Defense,12345,26,True,50,50,17278.74094105521,0,,16848.212759395774
Solver_Hardened_Defense,12345,27,True,50,50,17278.74094105521,0,,16848.21275939459
Solver_Hardened_Defense,12345,28,False,0,0,505.0,0,,16848.21275939599
Solver_Hardened_Defense,12345,29,False,0,0,1505.0,2,7.0,16848.212759395814
Solver_Hardened_Defense,12345,30,False,0,0,505.0,0,7.0,16848.212759392987
Solver_Hardened_Defense,12345,31,True,50,50,17778.74094105521,1,,16848.21275939436
Solver_Hardened_Defense,12345,32,False,0,0,1005.0,1,7.0,16848.212759392973
Solver_Hardened_Defense,12345,33,False,0,0,345.0,0,5.0,8819.934628769031
Solver_Hardened_Defense,12345,34,False,0,0,845.0,1,5.0,8819.934628771563
Solver_Hardened_Defense,12345,35,False,0,0,845.0,1,5.0,8819.93462876925
Solver_Hardened_Defense,12345,36,False,0,0,185.0,0,3.0,2888.3267562497986
Solver_Hardened_Defense,12345,37,False,0,0,345.0,0,5.0,8819.934628771212
Solver_Hardened_Defense,12345,38,False,0,0,845.0,1,5.0,8819.934628772413
Solver_Hardened_Defense,12345,39,False,0,0,1005.0,1,7.0,16848.21275939576
Solver_Hardened_Defense,12345,40,False,0,0,345.0,0,5.0,8819.934628769104
Solver_Hardened_Defense,12345,41,False,0,0,1005.0,1,,16848.212759395563
Solver_Hardened_Defense,12345,42,True,50,50,17778.74094105521,1,,16848.21275939546
Solver_Hardened_Defense,12345,43,False,0,0,505.0,0,,16848.212759393824
Solver_Hardened_Defense,12345,44,False,0,0,505.0,0,,16848.212759393584
Solver_Hardened_Defense,12345,45,False,0,0,1005.0,1,,16848.21275939568
Solver_Hardened_Defense,12345,46,True,50,50,18278.74094105521,2,,16848.212759393125
Solver_Hardened_Defense,12345,47,False,0,0,345.0,0,5.0,8819.934628770283
Solver_Hardened_Defense,12345,48,False,0,0,505.0,0,7.0,16848.212759395967
Solver_Hardened_Defense,12345,49,False,0,0,925.0,1,6.0,12834.346403499845
Solver_Hardened_Defense,12345,50,False,0,0,505.0,0,7.0,16848.21275939488
Solver_Hardened_Defense,12345,51,False,0,0,105.0,0,2.0,2082.493531249105
Solver_Hardened_Defense,12345,52,True,50,50,17778.74094105521,1,,16848.21275939402
Solver_Hardened_Defense,12345,53,False,0,0,345.0,0,5.0,8819.934628770645
Solver_Hardened_Defense,12345,54,False,0,0,345.0,0,5.0,8819.934628769528
Solver_Hardened_Defense,12345,55,False,0,0,505.0,0,7.0,16848.212759392296
Solver_Hardened_Defense,12345,56,False,0,0,845.0,1,5.0,8819.934628768855
Solver_Hardened_Defense,12345,57,False,0,0,105.0,0,2.0,2082.493531249639
Solver_Hardened_Defense,12345,58,True,50,50,17778.74094105521,1,,16848.2127593935
Solver_Hardened_Defense,12345,59,False,0,0,345.0,0,5.0,8819.934628771836
Solver_Hardened_Defense,12345,60,False,0,0,685.0,1,3.0,2888.3267562488777
Solver_Hardened_Defense,12345,61,False,0,0,185.0,0,3.0,2888.3267562491333
Solver_Hardened_Defense,12345,62,False,0,0,1505.0,2,7.0,16848.212759393497
Solver_Hardened_Defense,12345,63,True,50,50,17778.74094105521,1,,16848.212759393133
Solver_Hardened_Defense,12345,64,False,0,0,765.0,1,4.0,6305.350208456993
Solver_Hardened_Defense,12345,65,False,0,0,1505.0,2,7.0,16848.212759393406
Solver_Hardened_Defense,12345,66,False,0,0,845.0,1,5.0,8819.93462876945
Solver_Hardened_Defense,12345,67,False,0,0,1005.0,1,,16848.212759395265
Solver_Hardened_Defense,12345,68,True,50,50,18278.74094105521,2,,16848.212759392587
Solver_Hardened_Defense,12345,69,False,0,0,505.0,0,,16848.212759393664
Solver_Hardened_Defense,12345,70,False,0,0,1005.0,1,7.0,16848.21275939529
Solver_Hardened_Defense,12345,71,False,0,0,185.0,0,3.0,2888.3267562496617
Solver_Hardened_Defense,12345,72,False,0,0,105.0,0,2.0,2082.4935312488533
Solver_Hardened_Defense,12345,73,False,0,0,345.0,0,5.0,8819.934628768677
Solver_Hardened_Defense,12345,74,False,0,0,345.0,0,5.0,8819.934628769315
Solver_Hardened_Defense,12345,75,False,0,0,845.0,1,5.0,8819.934628769517
Solver_Hardened_Defense,12345,76,False,0,0,185.0,0,3.0,2888.3267562496553
Solver_Hardened_Defense,12345,77,True,50,50,17278.74094105521,0,,16848.212759395763
Solver_Hardened_Defense,12345,78,False,0,0,1505.0,2,,16848.212759391914
Solver_Hardened_Defense,12345,79,False,0,0,505.0,0,7.0,16848.212759394926
Solver_Hardened_Defense,12345,80,False,0,0,1505.0,2,7.0,16848.212759393908
Solver_Hardened_Defense,12345,81,False,0,0,425.0,0,6.0,12834.346403498894
Solver_Hardened_Defense,12345,82,False,0,0,425.0,0,6.0,12834.34640350042
Solver_Hardened_Defense,12345,83,False,0,0,345.0,0,5.0,8819.93462877193
Solver_Hardened_Defense,12345,84,False,0,0,2005.0,3,,16848.21275939656
Solver_Hardened_Defense,12345,85,False,0,0,1345.0,2,5.0,8819.934628769472
Solver_Hardened_Defense,12345,86,False,0,0,2005.0,3,,16848.21275939345
Solver_Hardened_Defense,12345,87,False,0,0,1005.0,1,,16848.212759394602
Solver_Hardened_Defense,12345,88,True,50,50,17278.74094105521,0,,16848.212759392296
Solver_Hardened_Defense,12345,89,False,0,0,185.0,0,3.0,2888.3267562494807
Solver_Hardened_Defense,12345,90,False,0,0,505.0,0,,16848.21275939258
Solver_Hardened_Defense,12345,91,False,0,0,505.0,0,,16848.212759392514
Solver_Hardened_Defense,12345,92,False,0,0,1005.0,1,7.0,16848.21275939359
Solver_Hardened_Defense,12345,93,False,0,0,925.0,1,6.0,12834.346403498928
Solver_Hardened_Defense,12345,94,False,0,0,925.0,1,6.0,12834.346403502128
Solver_Hardened_Defense,12345,95,True,50,50,17278.74094105521,0,,16848.212759393744
Solver_Hardened_Defense,12345,96,False,0,0,1005.0,1,7.0,16848.212759395068
Solver_Hardened_Defense,12345,97,False,0,0,185.0,0,3.0,2888.3267562483543
Solver_Hardened_Defense,12345,98,False,0,0,265.0,0,4.0,6305.350208457644
Solver_Hardened_Defense,12345,99,False,0,0,505.0,0,,16848.2127593947
Solver_Hardened_Defense,12345,100,False,0,0,25.0,0,1.0,1015.4374999999047
Solver_Hardened_Defense,12345,101,False,0,0,105.0,0,2.0,2082.493531249239
Solver_Hardened_Defense,12345,102,False,0,0,505.0,0,,16848.212759394533
Solver_Hardened_Defense,12345,103,False,0,0,505.0,0,,16848.21275939427
Solver_Hardened_Defense,12345,104,True,50,50,17278.74094105521,0,,16848.212759394715
Solver_Hardened_Defense,12345,105,True,50,50,17278.74094105521,0,,16848.21275939457
Solver_Hardened_Defense,12345,106,False,0,0,345.0,0,5.0,8819.934628767558
Solver_Hardened_Defense,12345,107,False,0,0,345.0,0,5.0,8819.934628770072
Solver_Hardened_Defense,12345,108,False,0,0,845.0,1,5.0,8819.934628770246
Solver_Hardened_Defense,12345,109,False,0,0,345.0,0,5.0,8819.934628769199
Solver_Hardened_Defense,12345,110,False,0,0,185.0,0,3.0,2888.3267562502433
Solver_Hardened_Defense,12345,111,False,0,0,345.0,0,5.0,8819.93462876921
Solver_Hardened_Defense,12345,112,False,0,0,185.0,0,3.0,2888.3267562503306
Solver_Hardened_Defense,12345,113,True,50,50,17778.74094105521,1,,16848.212759392394
Solver_Hardened_Defense,12345,114,False,0,0,1005.0,1,,16848.21275939333
Solver_Hardened_Defense,12345,115,False,0,0,505.0,0,,16848.212759393886
Solver_Hardened_Defense,12345,116,False,0,0,105.0,0,2.0,2082.493531249732
Solver_Hardened_Defense,12345,117,False,0,0,185.0,0,3.0,2888.3267562509727
Solver_Hardened_Defense,12345,118,True,50,50,17278.74094105521,0,,16848.21275939258
Solver_Hardened_Defense,12345,119,False,0,0,845.0,1,5.0,8819.93462876861
Solver_Hardened_Defense,12345,120,False,0,0,105.0,0,2.0,2082.493531248748
Solver_Hardened_Defense,12345,121,False,0,0,925.0,1,6.0,12834.346403503201
Solver_Hardened_Defense,12345,122,False,0,0,925.0,1,6.0,12834.346403499845
Solver_Hardened_Defense,12345,123,False,0,0,925.0,1,6.0,12834.346403502726
Solver_Hardened_Defense,12345,124,False,0,0,505.0,0,,16848.212759393617
Solver_Hardened_Defense,12345,125,False,0,0,1005.0,1,,16848.212759392078
Solver_Hardened_Defense,12345,126,False,0,0,185.0,0,3.0,2888.326756249223
Solver_Hardened_Defense,12345,127,True,50,50,17278.74094105521,0,,16848.212759394897
Solver_Hardened_Defense,12345,128,False,0,0,1505.0,2,7.0,16848.212759391776
Solver_Hardened_Defense,12345,129,False,0,0,105.0,0,2.0,2082.493531250358
Solver_Hardened_Defense,12345,130,False,0,0,505.0,0,7.0,16848.212759392838
Solver_Hardened_Defense,12345,131,False,0,0,505.0,0,7.0,16848.21275939321
Solver_Hardened_Defense,12345,132,False,0,0,265.0,0,4.0,6305.3502084562515
Solver_Hardened_Defense,12345,133,False,0,0,1005.0,1,,16848.212759394835
Solver_Hardened_Defense,12345,134,True,50,50,17278.74094105521,0,,16848.21275939394
Solver_Hardened_Defense,12345,135,False,0,0,265.0,0,4.0,6305.350208457176
Solver_Hardened_Defense,12345,136,False,0,0,505.0,0,,16848.21275939625
Solver_Hardened_Defense,12345,137,False,0,0,25.0,0,1.0,1015.437499999349
Solver_Hardened_Defense,12345,138,False,0,0,345.0,0,5.0,8819.934628769788
Solver_Hardened_Defense,12345,139,False,0,0,105.0,0,2.0,2082.4935312490475
Solver_Hardened_Defense,12345,140,False,0,0,25.0,0,1.0,1015.4374999994702
Solver_Hardened_Defense,12345,141,False,0,0,845.0,1,5.0,8819.934628770468
Solver_Hardened_Defense,12345,142,False,0,0,345.0,0,5.0,8819.934628769613
Solver_Hardened_Defense,12345,143,False,0,0,425.0,0,6.0,12834.3464035002
Solver_Hardened_Defense,12345,144,False,0,0,105.0,0,2.0,2082.4935312486223
Solver_Hardened_Defense,12345,145,True,50,50,17778.74094105521,1,,16848.21275939321
Solver_Hardened_Defense,12345,146,False,0,0,845.0,1,5.0,8819.934628768617
Solver_Hardened_Defense,12345,147,False,0,0,845.0,1,5.0,8819.934628770265
Solver_Hardened_Defense,12345,148,False,0,0,185.0,0,3.0,2888.3267562499445
Solver_Hardened_Defense,12345,149,True,50,50,17278.74094105521,0,,16848.212759393788
Solver_Hardened_Defense,12345,150,True,50,50,17778.74094105521,1,,16848.212759396367
Solver_Hardened_Defense,12345,151,False,0,0,1005.0,1,,16848.212759393304
Solver_Hardened_Defense,12345,152,False,0,0,425.0,0,6.0,12834.346403500585
Solver_Hardened_Defense,12345,153,False,0,0,265.0,0,4.0,6305.350208456385
Solver_Hardened_Defense,12345,154,False,0,0,505.0,0,7.0,16848.212759392893
Solver_Hardened_Defense,12345,155,False,0,0,345.0,0,5.0,8819.934628770156
Solver_Hardened_Defense,12345,156,False,0,0,505.0,0,7.0,16848.212759393784
Solver_Hardened_Defense,12345,157,False,0,0,845.0,1,5.0,8819.934628768424
Solver_Hardened_Defense,12345,158,True,50,50,17278.74094105521,0,,16848.2127593932
Solver_Hardened_Defense,12345,159,True,50,50,17278.74094105521,0,,16848.212759392416
Solver_Hardened_Defense,12345,160,False,0,0,925.0,1,6.0,12834.346403501424
Solver_Hardened_Defense,12345,161,False,0,0,2505.0,4,7.0,16848.212759395385
Solver_Hardened_Defense,12345,162,False,0,0,185.0,0,3.0,2888.3267562505903
Solver_Hardened_Defense,12345,163,False,0,0,1005.0,1,7.0,16848.212759391812
Solver_Hardened_Defense,12345,164,True,50,50,17778.74094105521,1,,16848.212759395326
Solver_Hardened_Defense,12345,165,False,0,0,345.0,0,5.0,8819.93462877011
Solver_Hardened_Defense,12345,166,False,0,0,1505.0,2,,16848.212759394366
Solver_Hardened_Defense,12345,167,False,0,0,345.0,0,5.0,8819.934628768693
Solver_Hardened_Defense,12345,168,False,0,0,25.0,0,1.0,1015.4374999993566
Solver_Hardened_Defense,12345,169,False,0,0,185.0,0,3.0,2888.326756249581
Solver_Hardened_Defense,12345,170,False,0,0,345.0,0,5.0,8819.934628769563
Solver_Hardened_Defense,12345,171,True,50,50,17778.74094105521,1,,16848.212759395727
Solver_Hardened_Defense,12345,172,True,50,50,17278.74094105521,0,,16848.21275939219
Solver_Hardened_Defense,12345,173,False,0,0,265.0,0,4.0,6305.350208458307
Solver_Hardened_Defense,12345,174,False,0,0,345.0,0,5.0,8819.934628768311
Solver_Hardened_Defense,12345,175,True,50,50,17278.74094105521,0,,16848.212759391507
Solver_Hardened_Defense,12345,176,True,50,50,18278.74094105521,2,,16848.212759394984
Solver_Hardened_Defense,12345,177,False,0,0,1005.0,1,,16848.212759394577
Solver_Hardened_Defense,12345,178,False,0,0,345.0,0,5.0,8819.93462877079
Solver_Hardened_Defense,12345,179,False,0,0,505.0,0,,16848.212759392405
Solver_Hardened_Defense,12345,180,False,0,0,505.0,0,7.0,16848.212759393686
Solver_Hardened_Defense,12345,181,True,50,50,17278.74094105521,0,,16848.21275939263
Solver_Hardened_Defense,12345,182,False,0,0,425.0,0,6.0,12834.346403502623
Solver_Hardened_Defense,12345,183,False,0,0,1505.0,2,7.0,16848.212759393333
Solver_Hardened_Defense,12345,184,False,0,0,425.0,0,6.0,12834.346403501873
Solver_Hardened_Defense,12345,185,False,0,0,1505.0,2,,16848.212759394395
Solver_Hardened_Defense,12345,186,False,0,0,1005.0,1,7.0,16848.212759395927
Solver_Hardened_Defense,12345,187,False,0,0,265.0,0,4.0,6305.350208455831
Solver_Hardened_Defense,12345,188,True,50,50,17278.74094105521,0,,16848.21275939367
Solver_Hardened_Defense,12345,189,True,50,50,17778.74094105521,1,,16848.212759392794
Solver_Hardened_Defense,12345,190,False,0,0,345.0,0,5.0,8819.93462876834
Solver_Hardened_Defense,12345,191,False,0,0,1005.0,1,7.0,16848.212759395024
Solver_Hardened_Defense,12345,192,False,0,0,105.0,0,2.0,2082.493531249708
Solver_Hardened_Defense,12345,193,False,0,0,505.0,0,7.0,16848.212759391583
Solver_Hardened_Defense,12345,194,False,0,0,185.0,0,3.0,2888.326756250011
Solver_Hardened_Defense,12345,195,False,0,0,845.0,1,5.0,8819.934628770741
Solver_Hardened_Defense,12345,196,False,0,0,105.0,0,2.0,2082.493531249946
Solver_Hardened_Defense,12345,197,False,0,0,425.0,0,6.0,12834.346403500851
Solver_Hardened_Defense,12345,198,False,0,0,505.0,0,,16848.212759394955
Solver_Hardened_Defense,12345,199,False,0,0,505.0,0,,16848.212759395698
