experiment,run_idx,step_idx,ck_stage,technique_id,technique_name,action_success,detected,detect_prob,detection_delay,impact_minutes,attacker_belief_high_cap,nash_prob_chosen,discounted_payoff_step
Solver_Bayesian_Adaptive,177,2,Delivery,T0865,Spearphishing Attachment,False,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.3117499999519
Solver_Bayesian_Adaptive,178,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6249999990953
Solver_Bayesian_Adaptive,178,1,Weaponization,T0820,Exploitation for Evasion,True,True,0.3675,1,0,0.35999999999999993,0.3333333333333333,1508.2259375002468
Solver_Bayesian_Adaptive,179,0,Reconnaissance,T0842,Network Sniffing,False,False,0.025,0,0,0.11111111111111108,0.999999999998555,1028.625000000546
Solver_Bayesian_Adaptive,179,1,Weaponization,T0849,Masquerading,False,False,0.04725000000000001,0,0,0.015384615384615373,0.9380952380936257,1096.1206874999948
Solver_Bayesian_Adaptive,179,2,Delivery,T0865,Spearphishing Attachment,True,False,0.3960000000000001,0,0,0.01,1.0,1040.3117500008066
Solver_Bayesian_Adaptive,179,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410546077
Solver_Bayesian_Adaptive,179,4,Installation,T1505.003,Server Software Component: Web Shell,True,False,0.162,0,0,0.01,1.0,2794.978196875158
Solver_Bayesian_Adaptive,179,5,Command & Control,T0884,Connection Proxy,True,False,0.11250000000000002,0,0,0.01,1.0,4290.252588622432
Solver_Bayesian_Adaptive,179,6,Actions on Objectives,T0882,Theft of Operational Information,True,True,0.17550000000000002,1,0,0.043478260869565216,1.0,4498.938792678644
Solver_Bayesian_Adaptive,180,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6250000003497
Solver_Bayesian_Adaptive,180,1,Weaponization,T0849,Masquerading,True,False,0.005250000000000001,0,0,0.015384615384615373,0.3333333333333333,1147.7911875004522
Solver_Bayesian_Adaptive,180,2,Delivery,T0865,Spearphishing Attachment,False,False,0.3960000000000001,0,0,0.01,1.0,1040.3117499993978
Solver_Bayesian_Adaptive,180,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410554704
Solver_Bayesian_Adaptive,180,4,Installation,T1505.003,Server Software Component: Web Shell,False,False,0.162,0,0,0.01,1.0,2794.978196875488
Solver_Bayesian_Adaptive,180,5,Command & Control,T0884,Connection Proxy,True,False,0.11250000000000002,0,0,0.01,1.0,4290.252588622389
Solver_Bayesian_Adaptive,180,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.9387926787995
Solver_Bayesian_Adaptive,181,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.62500000097
Solver_Bayesian_Adaptive,181,1,Weaponization,T0820,Exploitation for Evasion,True,False,0.0735,0,0,0.015384615384615373,0.3333333333333333,2059.145187500093
Solver_Bayesian_Adaptive,181,2,Delivery,T0865,Spearphishing Attachment,True,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.3117499996956
Solver_Bayesian_Adaptive,182,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.625000000857
Solver_Bayesian_Adaptive,182,1,Weaponization,T0849,Masquerading,True,False,0.04725000000000001,0,0,0.015384615384615373,0.9380952380971388,1096.1206875002506
Solver_Bayesian_Adaptive,182,2,Delivery,T0865,Spearphishing Attachment,False,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.3117500005424
Solver_Bayesian_Adaptive,183,0,Reconnaissance,T0842,Network Sniffing,True,False,0.005000000000000001,0,0,0.11111111111111108,0.3333333333333333,1049.724999999354
Solver_Bayesian_Adaptive,183,1,Weaponization,T0849,Masquerading,True,False,0.04725000000000001,0,0,0.015384615384615373,0.9380952380957942,1096.1206874991158
Solver_Bayesian_Adaptive,183,2,Delivery,T0865,Spearphishing Attachment,False,False,0.3960000000000001,0,0,0.01,1.0,1040.3117500001956
Solver_Bayesian_Adaptive,183,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410545072
Solver_Bayesian_Adaptive,183,4,Installation,T1505.003,Server Software Component: Web Shell,False,False,0.162,0,0,0.01,1.0,2794.978196875315
Solver_Bayesian_Adaptive,183,5,Command & Control,T0884,Connection Proxy,True,False,0.11250000000000002,0,0,0.01,1.0,4290.252588622561
Solver_Bayesian_Adaptive,183,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.938792678735
Solver_Bayesian_Adaptive,184,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6250000007708
Solver_Bayesian_Adaptive,184,1,Weaponization,T0849,Masquerading,False,False,0.04725000000000001,0,0,0.015384615384615373,0.9380952380961409,1096.1206875000366
Solver_Bayesian_Adaptive,184,2,Delivery,T0865,Spearphishing Attachment,False,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.3117500001372
Solver_Bayesian_Adaptive,185,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6249999993784
Solver_Bayesian_Adaptive,185,1,Weaponization,T0849,Masquerading,False,False,0.005250000000000001,0,0,0.015384615384615373,0.3333333333333333,1147.7911874993142
Solver_Bayesian_Adaptive,185,2,Delivery,T0865,Spearphishing Attachment,True,False,0.3960000000000001,0,0,0.01,1.0,1040.311749999617
Solver_Bayesian_Adaptive,185,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410554627
Solver_Bayesian_Adaptive,185,4,Installation,T1505.003,Server Software Component: Web Shell,False,False,0.162,0,0,0.01,1.0,2794.9781968744023
Solver_Bayesian_Adaptive,185,5,Command & Control,T0884,Connection Proxy,False,False,0.11250000000000002,0,0,0.01,1.0,4290.252588623311
Solver_Bayesian_Adaptive,185,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.9387926782365
Solver_Bayesian_Adaptive,186,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.625000000262
Solver_Bayesian_Adaptive,186,1,Weaponization,T0818,Engineering Workstation Compromise,True,False,0.0315,0,0,0.015384615384615373,0.3333333333333333,1486.4727187499072
Solver_Bayesian_Adaptive,186,2,Delivery,T0865,Spearphishing Attachment,True,False,0.3960000000000001,0,0,0.01,1.0,1040.3117500006285
Solver_Bayesian_Adaptive,186,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541053846
Solver_Bayesian_Adaptive,186,4,Installation,T1505.003,Server Software Component: Web Shell,False,False,0.162,0,0,0.01,1.0,2794.9781968747893
Solver_Bayesian_Adaptive,186,5,Command & Control,T0884,Connection Proxy,True,False,0.11250000000000002,0,0,0.01,1.0,4290.252588622411
Solver_Bayesian_Adaptive,186,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.938792678031
Solver_Bayesian_Adaptive,187,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,0.3333333333333333,1028.625000000804
Solver_Bayesian_Adaptive,187,1,Weaponization,T0820,Exploitation for Evasion,True,False,0.0735,0,0,0.015384615384615373,0.3333333333333333,2059.1451875007124
Solver_Bayesian_Adaptive,187,2,Delivery,T0865,Spearphishing Attachment,True,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.311749999286
Solver_Bayesian_Adaptive,188,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6249999990123
Solver_Bayesian_Adaptive,188,1,Weaponization,T0849,Masquerading,True,False,0.026250000000000002,0,0,0.015384615384615373,0.3333333333333333,1121.9559375004378
Solver_Bayesian_Adaptive,188,2,Delivery,T0865,Spearphishing Attachment,True,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.3117499999719
Solver_Bayesian_Adaptive,189,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,0.3333333333333333,1028.6250000008215
Solver_Bayesian_Adaptive,189,1,Weaponization,T0849,Masquerading,False,False,0.026250000000000002,0,0,0.015384615384615373,0.3333333333333333,1121.9559375004205
Solver_Bayesian_Adaptive,189,2,Delivery,T0865,Spearphishing Attachment,True,False,0.3960000000000001,0,0,0.01,1.0,1040.3117500001526
Solver_Bayesian_Adaptive,189,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410545923
Solver_Bayesian_Adaptive,189,4,Installation,T1505.003,Server Software Component: Web Shell,True,True,0.162,1,0,0.043478260869565216,1.0,2794.9781968756142
Solver_Bayesian_Adaptive,190,0,Reconnaissance,T0887,Wireless Sniffing,True,False,0.7200000000000001,0,0,0.11111111111111108,0.3333333333333333,664.4000000004373
Solver_Bayesian_Adaptive,190,1,Weaponization,T0849,Masquerading,False,False,0.026250000000000002,0,0,0.015384615384615373,0.3333333333333333,1121.9559375006625
Solver_Bayesian_Adaptive,190,2,Delivery,T0865,Spearphishing Attachment,True,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.311749999197
Solver_Bayesian_Adaptive,191,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.624999999825
Solver_Bayesian_Adaptive,191,1,Weaponization,T0818,Engineering Workstation Compromise,True,True,0.28350000000000003,1,0,0.35999999999999993,0.3333333333333333,1094.754468749792
Solver_Bayesian_Adaptive,192,0,Reconnaissance,T0887,Wireless Sniffing,True,True,0.7200000000000001,1,0,0.8181818181818181,0.3333333333333333,664.4000000006216
Solver_Bayesian_Adaptive,193,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.625000000111
Solver_Bayesian_Adaptive,193,1,Weaponization,T0849,Masquerading,True,False,0.04725000000000001,0,0,0.015384615384615373,0.9380952380929586,1096.1206874991203
Solver_Bayesian_Adaptive,193,2,Delivery,T0865,Spearphishing Attachment,False,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.3117499994542
Solver_Bayesian_Adaptive,194,0,Reconnaissance,T0887,Wireless Sniffing,True,False,0.7200000000000001,0,0,0.11111111111111108,0.3333333333333333,664.4000000003234
Solver_Bayesian_Adaptive,194,1,Weaponization,T0820,Exploitation for Evasion,True,False,0.0735,0,0,0.015384615384615373,0.3333333333333333,2059.145187500067
Solver_Bayesian_Adaptive,194,2,Delivery,T0865,Spearphishing Attachment,False,False,0.3960000000000001,0,0,0.01,1.0,1040.3117500007268
Solver_Bayesian_Adaptive,194,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410542358
Solver_Bayesian_Adaptive,194,4,Installation,T1505.003,Server Software Component: Web Shell,False,True,0.162,1,0,0.043478260869565216,1.0,2794.978196875701
Solver_Bayesian_Adaptive,195,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6249999994277
Solver_Bayesian_Adaptive,195,1,Weaponization,T0849,Masquerading,False,False,0.005250000000000001,0,0,0.015384615384615373,0.3333333333333333,1147.7911874994581
Solver_Bayesian_Adaptive,195,2,Delivery,T0865,Spearphishing Attachment,True,True,0.3960000000000001,1,0,0.06569343065693425,1.0,1040.3117500005485
Solver_Bayesian_Adaptive,196,0,Reconnaissance,T0887,Wireless Sniffing,True,False,0.08000000000000002,0,0,0.11111111111111108,0.3333333333333333,1387.6000000003569
Solver_Bayesian_Adaptive,196,1,Weaponization,T0818,Engineering Workstation Compromise,False,True,0.28350000000000003,1,0,0.35999999999999993,0.3333333333333333,1094.7544687503114
Solver_Bayesian_Adaptive,197,0,Reconnaissance,T0888,Remote System Information Discovery,True,False,0.03,0,0,0.11111111111111108,0.3333333333333333,973.9374999993108
Solver_Bayesian_Adaptive,197,1,Weaponization,T0820,Exploitation for Evasion,True,False,0.0735,0,0,0.015384615384615373,0.3333333333333333,2059.1451875004177
Solver_Bayesian_Adaptive,197,2,Delivery,T0865,Spearphishing Attachment,True,False,0.3960000000000001,0,0,0.01,1.0,1040.3117500005715
Solver_Bayesian_Adaptive,197,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410546782
Solver_Bayesian_Adaptive,197,4,Installation,T1505.003,Server Software Component: Web Shell,True,False,0.162,0,0,0.01,1.0,2794.978196874676
Solver_Bayesian_Adaptive,197,5,Command & Control,T0884,Connection Proxy,False,False,0.11250000000000002,0,0,0.01,1.0,4290.2525886224375
Solver_Bayesian_Adaptive,197,6,Actions on Objectives,T0882,Theft of Operational Information,False,False,0.17550000000000002,0,0,0.01,1.0,4498.938792678984
Solver_Bayesian_Adaptive,198,0,Reconnaissance,T0888,Remote System Information Discovery,True,False,0.27,0,0,0.11111111111111108,0.3333333333333333,735.4374999994293
Solver_Bayesian_Adaptive,198,1,Weaponization,T0849,Masquerading,False,False,0.04725000000000001,0,0,0.015384615384615373,0.9380952380947685,1096.120687500464
Solver_Bayesian_Adaptive,198,2,Delivery,T0865,Spearphishing Attachment,True,False,0.3960000000000001,0,0,0.01,1.0,1040.3117500004068
Solver_Bayesian_Adaptive,198,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541054066
Solver_Bayesian_Adaptive,198,4,Installation,T1505.003,Server Software Component: Web Shell,True,False,0.162,0,0,0.01,1.0,2794.9781968757725
Solver_Bayesian_Adaptive,198,5,Command & Control,T0884,Connection Proxy,True,True,0.11250000000000002,1,0,0.043478260869565216,1.0,4290.252588622658
Solver_Bayesian_Adaptive,199,0,Reconnaissance,T0842,Network Sniffing,False,False,0.005000000000000001,0,0,0.11111111111111108,0.3333333333333333,1049.7250000009835
Solver_Bayesian_Adaptive,199,1,Weaponization,T0849,Masquerading,False,False,0.04725000000000001,0,0,0.015384615384615373,0.9380952380882924,1096.1206874998575
Solver_Bayesian_Adaptive,199,2,Delivery,T0865,Spearphishing Attachment,True,False,0.3960000000000001,0,0,0.01,1.0,1040.311750000295
Solver_Bayesian_Adaptive,199,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541054041
Solver_Bayesian_Adaptive,199,4,Installation,T1505.003,Server Software Component: Web Shell,False,False,0.162,0,0,0.01,1.0,2794.9781968746665
Solver_Bayesian_Adaptive,199,5,Command & Control,T0884,Connection Proxy,True,False,0.11250000000000002,0,0,0.01,1.0,4290.2525886229405
Solver_Bayesian_Adaptive,199,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.938792679012
Solver_Insider_Threat,0,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.624999999727
Solver_Insider_Threat,0,1,Weaponization,T0818,Engineering Workstation Compromise,True,False,0.0063,0,0,0.015384615384615373,0.3333333333333333,1525.6445437499158
Solver_Insider_Threat,0,2,Delivery,T0865,Spearphishing Attachment,True,False,0.07920000000000002,0,0,0.01,1.0,1590.6923499994634
Solver_Insider_Threat,0,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541054946
Solver_Insider_Threat,0,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.3229033995585
Solver_Insider_Threat,0,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147504395
Solver_Insider_Threat,0,6,Actions on Objectives,T0882,Theft of Operational Information,False,False,0.17550000000000002,0,0,0.01,1.0,4498.938792678587
Solver_Insider_Threat,1,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.625000000941
Solver_Insider_Threat,1,1,Weaponization,T0849,Masquerading,False,False,0.026250000000000002,0,0,0.015384615384615373,0.3333333333333333,1121.9559374995974
Solver_Insider_Threat,1,2,Delivery,T0865,Spearphishing Attachment,False,False,0.07920000000000002,0,0,0.01,1.0,1590.6923500006235
Solver_Insider_Threat,1,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410551484
Solver_Insider_Threat,1,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903399286
Solver_Insider_Threat,1,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147504186
Solver_Insider_Threat,1,6,Actions on Objectives,T0882,Theft of Operational Information,False,False,0.17550000000000002,0,0,0.01,1.0,4498.938792678178
Solver_Insider_Threat,2,0,Reconnaissance,T0842,Network Sniffing,False,False,0.025,0,0,0.11111111111111108,0.9999999999975538,1028.6250000005236
Solver_Insider_Threat,2,1,Weaponization,T0818,Engineering Workstation Compromise,True,False,0.05670000000000001,0,0,0.015384615384615373,0.3333333333333333,1447.300893749699
Solver_Insider_Threat,2,2,Delivery,T0865,Spearphishing Attachment,True,False,0.07920000000000002,0,0,0.01,1.0,1590.6923500004618
Solver_Insider_Threat,2,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541054498
Solver_Insider_Threat,2,4,Installation,T0889,Modify Program,True,True,0.08640000000000002,1,0,0.043478260869565216,1.0,4271.322903399845
Solver_Insider_Threat,3,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6249999991642
Solver_Insider_Threat,3,1,Weaponization,T0818,Engineering Workstation Compromise,True,False,0.0063,0,0,0.015384615384615373,0.3333333333333333,1525.6445437496486
Solver_Insider_Threat,3,2,Delivery,T0865,Spearphishing Attachment,False,False,0.07920000000000002,0,0,0.01,1.0,1590.6923499994384
Solver_Insider_Threat,3,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541053966
Solver_Insider_Threat,3,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903400639
Solver_Insider_Threat,3,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147505596
Solver_Insider_Threat,3,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.938792678357
Solver_Insider_Threat,4,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.624999999578
Solver_Insider_Threat,4,1,Weaponization,T0820,Exploitation for Evasion,True,False,0.0735,0,0,0.015384615384615373,0.3333333333333333,2059.145187499343
Solver_Insider_Threat,4,2,Delivery,T0865,Spearphishing Attachment,True,False,0.07920000000000002,0,0,0.01,1.0,1590.6923500002858
Solver_Insider_Threat,4,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541054505
Solver_Insider_Threat,4,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903399608
Solver_Insider_Threat,4,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147504822
Solver_Insider_Threat,4,6,Actions on Objectives,T0882,Theft of Operational Information,False,False,0.17550000000000002,0,0,0.01,1.0,4498.938792679039
Solver_Insider_Threat,5,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6249999999816
Solver_Insider_Threat,5,1,Weaponization,T0849,Masquerading,True,False,0.026250000000000002,0,0,0.015384615384615373,0.3333333333333333,1121.9559375002455
Solver_Insider_Threat,5,2,Delivery,T0865,Spearphishing Attachment,False,False,0.07920000000000002,0,0,0.01,1.0,1590.6923499995069
Solver_Insider_Threat,5,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.42454105418
Solver_Insider_Threat,5,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903399864
Solver_Insider_Threat,5,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.84814750433
Solver_Insider_Threat,5,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.93879267874
Solver_Insider_Threat,6,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6250000007335
Solver_Insider_Threat,6,1,Weaponization,T0820,Exploitation for Evasion,True,False,0.3675,0,0,0.015384615384615373,0.3333333333333333,1508.225937499746
Solver_Insider_Threat,6,2,Delivery,T0865,Spearphishing Attachment,True,False,0.07920000000000002,0,0,0.01,1.0,1590.6923499991124
Solver_Insider_Threat,6,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541054919
Solver_Insider_Threat,6,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903400705
Solver_Insider_Threat,6,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147505042
Solver_Insider_Threat,6,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.938792678534
Solver_Insider_Threat,7,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6249999990323
Solver_Insider_Threat,7,1,Weaponization,T0818,Engineering Workstation Compromise,False,False,0.0315,0,0,0.015384615384615373,0.9914434523836366,1486.4727187502651
Solver_Insider_Threat,7,2,Delivery,T0865,Spearphishing Attachment,True,False,0.07920000000000002,0,0,0.01,1.0,1590.692350000871
Solver_Insider_Threat,7,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410541994
Solver_Insider_Threat,7,4,Installation,T0889,Modify Program,False,False,0.08640000000000002,0,0,0.01,1.0,4271.32290339981
Solver_Insider_Threat,7,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147504207
Solver_Insider_Threat,7,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.9387926787795
Solver_Insider_Threat,8,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,0.3333333333333333,1028.6249999995089
Solver_Insider_Threat,8,1,Weaponization,T0818,Engineering Workstation Compromise,True,False,0.0315,0,0,0.015384615384615373,0.9914434523808742,1486.4727187506435
Solver_Insider_Threat,8,2,Delivery,T0865,Spearphishing Attachment,True,False,0.07920000000000002,0,0,0.01,1.0,1590.6923500007192
Solver_Insider_Threat,8,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410544186
Solver_Insider_Threat,8,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903399231
Solver_Insider_Threat,8,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147504164
Solver_Insider_Threat,8,6,Actions on Objectives,T0882,Theft of Operational Information,True,True,0.17550000000000002,1,0,0.043478260869565216,1.0,4498.93879267942
Solver_Insider_Threat,9,0,Reconnaissance,T0842,Network Sniffing,True,False,0.045000000000000005,0,0,0.11111111111111108,0.3333333333333333,1007.5249999999169
Solver_Insider_Threat,9,1,Weaponization,T0818,Engineering Workstation Compromise,True,False,0.0315,0,0,0.015384615384615373,0.9914434523810141,1486.4727187506946
Solver_Insider_Threat,9,2,Delivery,T0865,Spearphishing Attachment,True,False,0.07920000000000002,0,0,0.01,1.0,1590.6923499999746
Solver_Insider_Threat,9,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.4245410543904
Solver_Insider_Threat,9,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903399486
Solver_Insider_Threat,9,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147504588
Solver_Insider_Threat,9,6,Actions on Objectives,T0882,Theft of Operational Information,False,False,0.17550000000000002,0,0,0.01,1.0,4498.938792679173
Solver_Insider_Threat,10,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6250000005823
Solver_Insider_Threat,10,1,Weaponization,T0820,Exploitation for Evasion,True,False,0.6615000000000001,0,0,0.015384615384615373,0.3333333333333333,957.306687499897
Solver_Insider_Threat,10,2,Delivery,T0865,Spearphishing Attachment,False,False,0.07920000000000002,0,0,0.01,1.0,1590.6923499991644
Solver_Insider_Threat,10,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541054706
Solver_Insider_Threat,10,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903399549
Solver_Insider_Threat,10,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147504265
Solver_Insider_Threat,10,6,Actions on Objectives,T0882,Theft of Operational Information,False,True,0.17550000000000002,1,0,0.043478260869565216,1.0,4498.938792678927
Solver_Insider_Threat,11,0,Reconnaissance,T0842,Network Sniffing,False,False,0.025,0,0,0.11111111111111108,0.9999999999942993,1028.6249999996874
Solver_Insider_Threat,11,1,Weaponization,T0849,Masquerading,False,False,0.04725000000000001,0,0,0.015384615384615373,0.3333333333333333,1096.1206874997524
Solver_Insider_Threat,11,2,Delivery,T0865,Spearphishing Attachment,False,True,0.07920000000000002,1,0,0.06569343065693425,1.0,1590.692349999566
Solver_Insider_Threat,12,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6249999993047
Solver_Insider_Threat,12,1,Weaponization,T0818,Engineering Workstation Compromise,False,False,0.0063,0,0,0.015384615384615373,0.3333333333333333,1525.6445437497177
Solver_Insider_Threat,12,2,Delivery,T0865,Spearphishing Attachment,True,False,0.07920000000000002,0,0,0.01,1.0,1590.6923500004243
Solver_Insider_Threat,12,3,Exploitation,T0863,User Execution,True,False,0.051750000000000004,0,0,0.01,1.0,3524.424541054194
Solver_Insider_Threat,12,4,Installation,T0889,Modify Program,True,False,0.08640000000000002,0,0,0.01,1.0,4271.322903400679
Solver_Insider_Threat,12,5,Command & Control,T0869,Standard Application Layer Protocol,True,False,0.0675,0,0,0.01,1.0,5615.848147505088
Solver_Insider_Threat,12,6,Actions on Objectives,T0882,Theft of Operational Information,True,False,0.17550000000000002,0,50,0.01,1.0,4498.938792678134
Solver_Insider_Threat,13,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.6250000000487
Solver_Insider_Threat,13,1,Weaponization,T0820,Exploitation for Evasion,True,True,0.6615000000000001,1,0,0.35999999999999993,0.3333333333333333,957.3066874992104
Solver_Insider_Threat,14,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,1.0,1028.624999999824
Solver_Insider_Threat,14,1,Weaponization,T0818,Engineering Workstation Compromise,True,True,0.05670000000000001,1,0,0.35999999999999993,0.3333333333333333,1447.3008937494953
Solver_Insider_Threat,15,0,Reconnaissance,T0842,Network Sniffing,True,False,0.025,0,0,0.11111111111111108,0.999999999998336,1028.6249999995043
Solver_Insider_Threat,15,1,Weaponization,T0820,Exploitation for Evasion,True,False,0.6615000000000001,0,0,0.015384615384615373,0.3333333333333333,957.3066874996492
Solver_Insider_Threat,15,2,Delivery,T0865,Spearphishing Attachment,False,False,0.07920000000000002,0,0,0.01,1.0,1590.6923499999818
